Id,NA_Sales,Platform,Year_of_Release,Genre,Publisher,JP_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
286,0.0,3DS,2013.0,Adventure,Namco Bandai Games,0.05,,,,,,
287,0.17,WiiU,2016.0,Shooter,Nintendo,0.07,69.0,82.0,7.4,662.0,PlatinumGames,E10+
288,41.36,Wii,2006.0,Sports,Nintendo,3.77,76.0,51.0,8,322.0,Nintendo,E
289,0.08,PSV,2014.0,Misc,Nippon Ichi Software,0.0,81.0,50.0,8.7,140.0,Spike Chunsoft,M
290,0.0,PC,2015.0,Strategy,Kalypso Media,0.0,63.0,11.0,5.4,52.0,Gaming Minds Studios,T
291,0.0,DS,2009.0,Action,Namco Bandai Games,0.09,,,,,,
292,0.67,DS,2010.0,Simulation,Activision,0.0,,,tbd,,Black Lantern Studios,E
293,0.43,DS,2006.0,Adventure,THQ,0.0,,,6.5,4.0,Barking Lizards,E
294,0.08,DS,2005.0,Puzzle,505 Games,0.0,75.0,14.0,7,6.0,Happy Happening,E
295,0.01,PS,1996.0,Adventure,Psygnosis,0.0,,,,,,
296,0.0,PS,2001.0,Role-Playing,Enix Corporation,1.2,,,,,,
297,0.1,DS,2008.0,Puzzle,Square Enix,0.0,71.0,20.0,tbd,,Taito Corporation,E
298,0.95,GEN,1994.0,Sports,Acclaim Entertainment,0.0,,,,,,
299,0.48,X360,2012.0,Action,Activision,0.0,74.0,69.0,7,173.0,Radical Entertainment,M
300,0.0,PSV,2016.0,Adventure,Prototype,0.01,,,,,,
301,0.05,Wii,2009.0,Puzzle,SouthPeak Games,0.0,,,,,,
302,0.18,X360,2011.0,Action,Activision,0.0,47.0,51.0,5,72.0,Silicon Knights,T
303,0.0,Wii,2011.0,Simulation,7G//AMES,0.0,,,,,,
304,0.02,GBA,2005.0,Platform,Atari,0.0,,,,,,
305,0.01,PS2,2008.0,Racing,SouthPeak Games,0.0,57.0,12.0,tbd,,Playstos Entertainment,E
306,0.46,2600,1981.0,Action,Atari,0.0,,,,,,
307,8.92,Wii,2007.0,Sports,Nintendo,3.6,80.0,63.0,7.7,146.0,Nintendo,E
308,0.0,SAT,1996.0,Adventure,Sega,0.11,,,,,,
309,0.15,PS,1995.0,Fighting,Sony Computer Entertainment,0.41,,,,,,
310,0.0,DS,2007.0,Simulation,Electronic Arts,0.03,72.0,15.0,7.6,14.0,EA Japan Studio,E
311,0.0,DS,2010.0,Sports,Konami Digital Entertainment,0.13,,,,,,
312,0.0,PC,2007.0,Strategy,Codemasters,0.0,81.0,27.0,8.1,220.0,Triumph Studios,T
313,0.28,PC,2012.0,Action,Ubisoft,0.0,80.0,21.0,6.2,1489.0,Ubisoft,M
314,0.0,PS2,2006.0,Role-Playing,Namco Bandai Games,0.52,,,,,,
315,0.08,GC,2002.0,Shooter,BAM! Entertainment,0.0,54.0,9.0,5.9,7.0,Kuju Entertainment,T
316,0.03,3DS,2015.0,Platform,Activision,0.0,,,tbd,,Activision,E
317,1.94,N64,1998.0,Fighting,THQ,0.03,,,,,,
318,0.23,DS,2006.0,Adventure,Disney Interactive Studios,0.0,,,tbd,,Handheld Games,E
319,0.0,PSP,2013.0,Misc,Asgard,0.02,,,,,,
320,1.63,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,0.0,86.0,66.0,8.3,382.0,NetherRealm Studios,M
321,0.02,GC,2004.0,Action,BAM! Entertainment,0.0,57.0,9.0,tbd,,Artificial Mind and Movement,E
322,0.27,PS3,2015.0,Adventure,Mojang,0.0,,,,,,
323,0.0,PC,2009.0,Action,Ubisoft,0.0,70.0,23.0,7.3,125.0,Ubisoft Romania,T
324,0.0,PC,2009.0,Sports,Electronic Arts,0.0,72.0,14.0,3.8,59.0,EA Sports,E
325,0.0,3DS,2012.0,Adventure,Unknown,0.04,,,,,,
326,0.0,3DS,2012.0,Role-Playing,Namco Bandai Games,0.09,,,,,,
327,0.14,GC,2005.0,Adventure,Global Star,0.0,39.0,16.0,3.2,6.0,"High Voltage Software, Backbone Entertainment",E
328,0.03,PS3,2014.0,Action,Tecmo Koei,0.06,70.0,19.0,8.2,27.0,Koei Tecmo Games,M
329,0.13,PS2,2009.0,Action,Electronic Arts,0.0,,,8.3,13.0,EA Bright Light,E10+
330,0.67,PSP,2006.0,Fighting,Midway Games,0.0,70.0,19.0,8.8,31.0,JGI Entertainment,M
331,0.37,2600,1982.0,Action,Sega,0.0,,,,,,
332,0.17,PS2,2004.0,Sports,Global Star,0.0,63.0,20.0,tbd,,Hypnotix,M
333,0.22,PSP,2011.0,Sports,Take-Two Interactive,0.0,,,5,7.0,Visual Concepts,E
334,0.06,DS,2007.0,Strategy,10TACLE Studios,0.0,,,,,,
335,0.12,N64,1997.0,Adventure,Take-Two Interactive,0.0,,,,,,
336,0.0,PSP,2010.0,Adventure,Alchemist,0.02,,,,,,
337,0.0,PSP,2009.0,Adventure,Namco Bandai Games,0.08,,,,,,
338,0.11,XOne,2014.0,Misc,Disney Interactive Studios,0.0,77.0,48.0,7.5,67.0,Harmonix Music Systems,E10+
339,0.0,Wii,2006.0,Action,505 Games,0.07,,,,,,
340,0.0,PS,1998.0,Sports,Konami Digital Entertainment,0.71,94.0,4.0,8.7,40.0,KCET,E
341,0.02,PS2,2004.0,Action,Namco Bandai Games,0.0,48.0,9.0,8.7,7.0,Natsume,T
342,0.0,NES,1984.0,Racing,Nintendo,1.52,,,,,,
343,0.0,PSV,2016.0,Adventure,Idea Factory,0.01,,,,,,
344,0.0,PCFX,1996.0,Role-Playing,NEC,0.03,,,,,,
345,0.36,PS2,2005.0,Action,Disney Interactive Studios,0.0,68.0,36.0,8.4,17.0,Traveller's Tales,T
346,0.17,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.0,62.0,61.0,7.5,26.0,GRIN,M
347,0.0,SNES,1995.0,Platform,Konami Digital Entertainment,0.31,,,,,,
348,0.69,Wii,2010.0,Sports,Ubisoft,0.0,,,tbd,,Land Ho!,E10+
349,0.0,DS,2008.0,Adventure,Namco Bandai Games,0.01,,,,,,
350,0.0,3DS,2012.0,Action,FuRyu,0.08,,,,,,
351,0.16,PS,2000.0,Misc,Hasbro Interactive,0.0,,,,,,
352,0.35,PS3,2007.0,Sports,Electronic Arts,0.02,81.0,28.0,7.1,47.0,EA Canada,E
353,1.17,PS2,2002.0,Platform,THQ,0.0,,,,,,
354,0.0,DS,2010.0,Action,Hudson Soft,0.02,,,,,,
355,0.05,GBA,2001.0,Platform,Ubisoft,0.0,,,,,,
356,0.0,3DS,2013.0,Action,Nippon Columbia,0.15,,,,,,
357,0.24,Wii,2009.0,Sports,Ubisoft,0.0,72.0,33.0,8.7,30.0,Ubisoft,E
358,0.03,Wii,2008.0,Adventure,Zoo Digital Publishing,0.0,,,tbd,,Other Ocean Interactive,E
359,0.17,PS2,2006.0,Sports,Electronic Arts,0.02,59.0,27.0,7.7,42.0,EA Canada,E
360,0.0,PS3,2011.0,Action,Ackkstudios,0.33,,,,,,
361,0.03,GC,2005.0,Sports,Activision,0.0,,,8.8,9.0,MagicWand,T
362,0.02,PS,2001.0,Adventure,Infogrames,0.0,,,,,,
363,0.0,PC,2009.0,Action,THQ,0.0,72.0,24.0,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M
364,0.0,SNES,1995.0,Strategy,Banpresto,0.38,,,,,,
365,0.04,Wii,2008.0,Adventure,Koch Media,0.0,65.0,12.0,7.6,8.0,"10tacle Studios, Fusionsphere Systems",T
366,0.06,PS,1998.0,Action,Acclaim Entertainment,0.0,,,,,,
367,0.0,PC,2009.0,Role-Playing,Electronic Arts,0.0,91.0,67.0,8.6,3542.0,BioWare,M
368,0.0,XB,2002.0,Role-Playing,Atlus,0.05,,,,,,
369,0.0,PS3,2015.0,Action,Sega,0.25,,,,,,
370,0.06,XB,2006.0,Simulation,Ubisoft,0.0,69.0,19.0,6.8,4.0,Ubisoft Romania,T
371,0.19,WiiU,2012.0,Racing,Sega,0.02,,,,,,
372,0.54,XB,2001.0,Platform,Atari,0.0,80.0,30.0,8.7,32.0,Oddworld Inhabitants,T
373,0.0,DS,2011.0,Adventure,Kadokawa Shoten,0.02,,,,,,
374,0.0,PS2,2010.0,Adventure,5pb,0.07,,,,,,
375,0.41,PS2,2003.0,Racing,Acclaim Entertainment,0.0,68.0,19.0,tbd,,Acclaim,E
376,0.08,PS,1996.0,Sports,Acclaim Entertainment,0.0,,,,,,
377,0.01,PC,2004.0,Strategy,Atari,0.0,81.0,39.0,5,346.0,Frontier Developments,E
378,0.0,Wii,2011.0,Misc,7G//AMES,0.0,,,,,,
379,0.24,GC,2002.0,Racing,Electronic Arts,0.0,85.0,12.0,6.6,5.0,EA Sports,E
380,0.02,Wii,2009.0,Shooter,UFO Interactive,0.0,,,tbd,,"UFO Interactive, CyberPlanet Interactive Public Co., Ltd.",E
381,1.16,X360,2006.0,Action,Capcom,0.08,85.0,82.0,7.6,520.0,Capcom,M
382,0.33,PS3,2008.0,Strategy,Ubisoft,0.01,76.0,33.0,6.6,42.0,Ubisoft Shanghai,T
383,2.07,PS2,2001.0,Racing,Sony Computer Entertainment,0.0,82.0,16.0,8.4,53.0,Rainbow Studios,E
384,0.14,Wii,2008.0,Puzzle,Majesco Entertainment,0.0,,,,,,
385,0.06,PS2,2005.0,Strategy,Konami Digital Entertainment,0.07,68.0,31.0,8.6,17.0,Konami,T
386,1.2,PC,1992.0,Simulation,Maxis,0.0,,,,,,
387,0.09,PSP,2009.0,Misc,PM Studios,0.0,77.0,5.0,6.5,13.0,Pentavision Entertainment,T
388,0.93,PS3,2007.0,Platform,Sony Computer Entertainment,0.08,,,,,,
389,0.05,XB,2004.0,Strategy,Activision Value,0.0,38.0,5.0,tbd,,Activision Value,T
390,0.08,Wii,2008.0,Misc,Sega,0.01,70.0,47.0,6.6,11.0,Prope,E
391,0.39,DS,2009.0,Misc,Take-Two Interactive,0.0,,,,,,
392,0.87,GBA,2001.0,Action,Electronic Arts,0.08,64.0,8.0,7.1,7.0,Griptonite Games,E
393,0.55,PS,2000.0,Misc,Sony Computer Entertainment,0.0,,,,,,
394,0.73,PS3,2010.0,Simulation,Electronic Arts,0.02,78.0,39.0,6.4,55.0,The Sims Studio,T
395,0.09,PS3,2010.0,Role-Playing,Compile Heart,0.04,56.0,6.0,7.2,36.0,"Idea Factory, Compile Heart",T
396,0.14,DS,2010.0,Misc,Game Factory,0.0,,,tbd,,The Game Factory,E
397,0.0,DS,2011.0,Fighting,Namco Bandai Games,0.35,,,,,,
398,0.05,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.18,,,,,,
399,0.06,X360,2011.0,Action,Kalypso Media,0.0,52.0,21.0,6.3,26.0,Haemimont,T
400,0.08,DS,2011.0,Action,THQ,0.0,,,tbd,,ImaginEngine,E
401,0.0,XOne,2016.0,Racing,Milestone S.r.l,0.0,63.0,8.0,8.2,22.0,Milestone S.r.l,E
402,4.41,GC,2001.0,Fighting,Nintendo,1.39,92.0,38.0,9.1,568.0,HAL Labs,T
403,0.42,N64,1999.0,Sports,Electronic Arts,0.0,,,,,,
404,0.0,PSP,2006.0,Strategy,Namco Bandai Games,0.02,,,,,,
405,0.27,PS3,2010.0,Action,Disney Interactive Studios,0.0,58.0,47.0,6.2,28.0,Propaganda Games,T
406,0.0,PS3,2015.0,Sports,Ubisoft,0.0,,,tbd,,HB Studios Multimedia,E
407,0.12,PSP,2011.0,Sports,Electronic Arts,0.02,,,,,,
408,0.26,PS3,2012.0,Shooter,Bethesda Softworks,0.0,67.0,16.0,6.4,107.0,id Software,M
409,0.13,PS2,2004.0,Strategy,Atari,0.0,66.0,20.0,8.3,6.0,High Voltage Software,E
410,0.03,PC,2005.0,Role-Playing,NCSoft,0.0,89.0,53.0,8.4,455.0,ArenaNet,T
411,0.06,PS3,2014.0,Fighting,Namco Bandai Games,0.0,49.0,12.0,5.8,32.0,Prope,E10+
412,0.06,X360,2009.0,Shooter,Codemasters,0.0,36.0,39.0,5.6,50.0,Blue Omega,M
413,0.02,PS,1997.0,Fighting,Namco Bandai Games,0.22,,,,,,
414,0.0,PS2,2006.0,Adventure,Tecmo Koei,0.04,,,,,,
415,0.1,PS3,2010.0,Action,Konami Digital Entertainment,0.04,72.0,38.0,7.3,38.0,FeelPlus,M
416,0.17,Wii,2011.0,Adventure,Nintendo,0.0,65.0,26.0,8.2,5.0,Sanzaru Games,E
417,0.0,DS,2008.0,Misc,Benesse,0.01,,,,,,
418,0.13,DS,2009.0,Puzzle,Zoo Games,0.0,,,tbd,,Zoo Games,E
419,0.01,PC,2002.0,Strategy,Infogrames,0.0,,,tbd,,Infogrames,E
420,0.21,XB,2003.0,Fighting,Microsoft Game Studios,0.0,68.0,41.0,8.5,27.0,Just Add Monsters,T
421,0.0,PSV,2016.0,Adventure,Unknown,0.01,,,,,,
422,0.36,PS3,2011.0,Action,Disney Interactive Studios,0.0,73.0,42.0,7.1,34.0,Traveller's Tales,E10+
423,0.0,PS2,2008.0,Adventure,Kadokawa Shoten,0.06,,,,,,
424,0.0,PC,2008.0,Racing,Electronic Arts,0.0,65.0,18.0,4.9,231.0,EA Black Box,T
425,0.05,Wii,2009.0,Misc,Majesco Entertainment,0.0,46.0,16.0,tbd,,NanaOn-Sha,E
426,0.94,DS,2008.0,Role-Playing,Nintendo,0.62,68.0,24.0,8.2,27.0,"HAL Labs, Creatures Inc.",E
427,0.48,XB,2004.0,Action,Ubisoft,0.0,83.0,55.0,7.5,35.0,Ubisoft Montreal,M
428,0.13,X360,2009.0,Action,Konami Digital Entertainment,0.0,59.0,39.0,7.4,50.0,Zombie Studios,M
429,0.0,PS2,2008.0,Adventure,CyberFront,0.04,,,,,,
430,0.04,GBA,2004.0,Sports,Zoo Digital Publishing,0.0,,,tbd,,Torus Games,E
431,0.01,PC,2005.0,Action,THQ,0.0,65.0,5.0,tbd,,Heavy Iron Studios,E10+
432,0.25,PSP,2007.0,Shooter,Sony Computer Entertainment,0.0,85.0,41.0,8.8,47.0,Sony Bend,T
433,0.09,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,46.0,13.0,7.6,17.0,Art,E10+
434,0.1,DS,2007.0,Action,Ubisoft,0.0,39.0,6.0,5.6,7.0,Blue Byte,E
435,0.01,GBA,2002.0,Racing,"Destination Software, Inc",0.0,,,tbd,,Magic Pockets,E
436,0.0,3DS,2012.0,Action,Namco Bandai Games,0.07,,,,,,
437,0.28,DS,2007.0,Action,Electronic Arts,0.0,51.0,15.0,4.9,19.0,Visual Impact,E
438,0.25,Wii,2009.0,Action,D3Publisher,0.0,65.0,5.0,4,6.0,Papaya Studios,E10+
439,0.38,PS2,2008.0,Racing,Electronic Arts,0.03,,,6.5,38.0,Exient Entertainment,T
440,0.72,X360,2012.0,Action,THQ,0.0,78.0,46.0,8,110.0,"THQ, Yuke's",T
441,0.1,X360,2010.0,Platform,D3Publisher,0.0,51.0,5.0,5.3,4.0,Papaya Studios,E10+
442,0.15,XOne,2014.0,Action,Konami Digital Entertainment,0.0,76.0,13.0,5.4,348.0,Kojima Productions,M
443,0.12,GC,2002.0,Sports,Sega,0.0,84.0,11.0,tbd,,Visual Concepts,E
444,1.73,PS3,2012.0,Sports,Take-Two Interactive,0.05,90.0,26.0,8,99.0,Visual Concepts,E
445,0.0,DS,2009.0,Simulation,ArtDink,0.04,,,,,,
446,0.05,GBA,2001.0,Shooter,Altron,0.0,,,,,,
447,0.0,PC,2008.0,Action,Electronic Arts,0.0,86.0,28.0,8,1093.0,EA Redwood Shores,M
448,0.0,PC,2016.0,Simulation,Paradox Development,0.0,72.0,16.0,7.1,20.0,Colossal Order,
449,0.2,GBA,2002.0,Platform,THQ,0.0,,,,,,
450,0.61,Wii,2009.0,Racing,THQ,0.0,58.0,7.0,tbd,,Incinerator Games,E
451,0.0,PSP,2012.0,Adventure,Prototype,0.04,,,,,,
452,0.14,GBA,2006.0,Misc,Konami Digital Entertainment,0.07,,,,,,
453,0.15,XB,2001.0,Sports,Acclaim Entertainment,0.0,76.0,18.0,8.2,6.0,"Z-Axis, Ltd.",T
454,0.26,DS,2009.0,Role-Playing,Rising Star Games,0.1,77.0,10.0,8.6,46.0,Neverland,E
455,0.22,PS2,2004.0,Sports,Electronic Arts,0.0,75.0,21.0,8.3,23.0,EA Sports,E
456,0.0,PS4,2016.0,Fighting,Yeti,0.02,,,,,,
457,0.0,PSP,2010.0,Strategy,Sony Computer Entertainment,0.11,,,,,,
458,0.05,PSP,2006.0,Puzzle,Xplosiv,0.0,72.0,18.0,tbd,,Empire Interactive,E
459,0.04,X360,2012.0,Racing,Atari,0.0,,,,,,
460,0.0,DS,2010.0,Action,Namco Bandai Games,0.04,,,,,,
461,0.18,PS,1997.0,Racing,Sony Computer Entertainment,0.0,,,,,,
462,0.0,3DS,2016.0,Action,Namco Bandai Games,0.04,,,,,,
463,0.28,PS2,2004.0,Sports,Activision,0.0,55.0,4.0,8.4,16.0,Sand Grain Studios,T
464,0.0,DS,2007.0,Role-Playing,Success,0.01,,,,,,
465,0.0,PC,2004.0,Strategy,Activision,0.0,92.0,58.0,9.1,1050.0,Creative Assembly,T
466,0.0,PS3,2011.0,Sports,Sony Computer Entertainment,0.0,,,,,,
467,0.03,PSP,2006.0,Puzzle,Rising Star Games,0.0,47.0,5.0,tbd,,Opus,E
468,0.22,PS,1999.0,Racing,Electronic Arts,0.0,,,,,,
469,0.03,DS,2009.0,Puzzle,Zushi Games,0.0,,,tbd,,Frame Studios Interactive,E
470,0.0,PC,2012.0,Strategy,Iceberg Interactive,0.0,67.0,23.0,6.5,55.0,"Unigine Corp, Russia",
471,0.0,PSV,2016.0,Action,Nippon Ichi Software,0.02,,,,,,
472,0.0,PSP,2013.0,Adventure,Namco Bandai Games,0.01,,,,,,
473,0.01,PS2,2005.0,Role-Playing,Success,0.0,62.0,26.0,7.3,9.0,Crea-Tech,T
474,0.0,PSP,2011.0,Misc,Broccoli,0.1,,,,,,
475,0.02,DS,2009.0,Racing,Midas Interactive Entertainment,0.0,,,tbd,,Kemco,E
476,0.0,PC,2008.0,Action,Ubisoft,0.0,52.0,22.0,6,38.0,Ubisoft Montreal,T
477,0.05,XB,2004.0,Action,Tecmo Koei,0.0,71.0,20.0,9,5.0,Omega Force,T
478,0.23,N64,1998.0,Racing,Kemco,0.0,,,,,,
479,0.06,XB,2005.0,Sports,Konami Digital Entertainment,0.02,89.0,19.0,7.9,9.0,KCET,E
480,0.16,PS2,2001.0,Racing,Gathering of Developers,0.0,64.0,11.0,tbd,,Terminal Reality,E
481,0.0,PSP,2011.0,Role-Playing,Unknown,0.15,66.0,19.0,7.2,39.0,"Image Epoch, Imageepoch",T
482,0.0,PS3,2011.0,Role-Playing,Acquire,0.02,,,,,,
483,0.06,DS,2007.0,Misc,Tommo,0.0,,,tbd,,Starfish SD,E
484,0.0,SNES,1991.0,Sports,Imagineer,0.15,,,,,,
485,0.09,PS,1996.0,Sports,Electronic Arts,0.0,,,,,,
486,0.38,X360,2010.0,Sports,505 Games,0.0,44.0,4.0,tbd,,"Farsight Studios, Crave",E
487,0.12,DS,2009.0,Sports,Activision,0.0,,,tbd,,Black Lantern Studios,E
488,2.71,PS2,2004.0,Racing,Electronic Arts,0.08,82.0,39.0,8.6,132.0,EA Canada,E
489,0.05,PS,1996.0,Platform,Acclaim Entertainment,0.0,,,,,,
490,0.04,DS,2010.0,Puzzle,Rising Star Games,0.0,69.0,20.0,6.3,4.0,Prope,E
491,0.26,PS2,2003.0,Platform,Vivendi Games,0.0,59.0,17.0,8.6,14.0,Inevitable Entertainment,E
492,0.07,Wii,2008.0,Racing,System 3 Arcade Software,0.0,,,,,,
493,0.7,GB,1997.0,Platform,Nintendo,0.39,,,,,,
494,0.0,PS2,2005.0,Role-Playing,Capcom,0.23,,,,,,
495,0.0,XB,2003.0,Action,Microsoft Game Studios,0.03,,,,,,
496,0.0,SAT,1995.0,Misc,Sega,0.12,,,,,,
497,0.21,Wii,2011.0,Platform,Ubisoft,0.0,92.0,13.0,8.3,127.0,UBlart Montpellier,E10+
498,0.2,PS2,2003.0,Misc,Sony Computer Entertainment,0.0,,,,,,
499,0.06,3DS,2011.0,Misc,Take-Two Interactive,0.0,,,tbd,,Take-Two Interactive,E10+
500,0.15,DS,2009.0,Role-Playing,Ubisoft,0.0,,,,,,
501,0.13,PS,1997.0,Simulation,Sony Computer Entertainment,0.16,,,,,,
502,0.06,PC,2013.0,Action,Deep Silver,0.0,82.0,71.0,8.6,2654.0,4A Games,M
503,0.55,X360,2012.0,Adventure,Avanquest Software,0.0,,,,,,
504,0.04,X360,2014.0,Adventure,Telltale Games,0.0,,,,,,
505,0.0,PS2,2008.0,Misc,Sony Computer Entertainment,0.0,,,,,,
506,0.5,PS,1995.0,Racing,Psygnosis,0.0,,,,,,
507,0.0,DC,1999.0,Racing,Genki,0.17,,,,,,
508,0.06,X360,2009.0,Racing,Atari,0.0,72.0,54.0,7,60.0,SimBin,E
509,0.05,PSP,2009.0,Action,Playlogic Game Factory,0.0,66.0,25.0,8.2,20.0,Hydravision,M
510,0.0,PS4,2015.0,Role-Playing,TopWare Interactive,0.0,,,,,,
511,0.0,PS3,2009.0,Strategy,Aqua Plus,0.04,,,,,,
512,0.09,PS2,,Sports,Unknown,0.0,53.0,10.0,7.3,7.0,Konami,E
513,0.0,DS,2008.0,Adventure,Alchemist,0.1,,,,,,
514,0.74,PS2,2003.0,Racing,Vivendi Games,0.0,69.0,24.0,7.7,59.0,Vicarious Visions,E
515,0.0,PSP,2006.0,Misc,Zenrin,0.04,,,,,,
516,0.15,PS2,2001.0,Sports,Midas Interactive Entertainment,0.0,,,tbd,,Mahou,E
517,0.0,GB,2000.0,Role-Playing,Imagineer,0.27,,,,,,
518,0.44,X360,2006.0,Platform,Sega,0.0,46.0,38.0,4.4,455.0,Sega,E10+
519,0.0,SNES,1994.0,Role-Playing,Atlus,0.37,,,,,,
520,0.0,SAT,1997.0,Adventure,NEC Interchannel,0.08,,,,,,
521,0.0,X360,2011.0,Sports,Black Bean Games,0.0,,,tbd,,Lightning Fish Games,T
522,0.01,PS2,,Sports,Unknown,0.0,,,,,,
523,0.06,XB,2004.0,Misc,Konami Digital Entertainment,0.0,80.0,13.0,8.5,4.0,Secret Level,E
524,0.03,GBA,2002.0,Sports,Ubisoft,0.0,,,tbd,,Rebellion,E
525,1.32,Wii,2007.0,Action,Capcom,0.14,,,,,,
526,0.4,PS,1999.0,Racing,Atari,0.0,,,,,,
527,0.08,PS3,2010.0,Action,Rising Star Games,0.0,,,,,,
528,0.35,PSP,2010.0,Sports,Electronic Arts,0.0,,,tbd,,EA Tiburon,E
529,0.22,XB,2004.0,Simulation,Electronic Arts,0.0,70.0,28.0,6.5,10.0,Maxis,T
530,0.04,N64,2000.0,Sports,Konami Digital Entertainment,0.0,,,,,,
531,0.13,PS3,2011.0,Action,Activision,0.0,58.0,43.0,7.2,29.0,Beenox,T
532,2.82,X360,2006.0,Role-Playing,Take-Two Interactive,0.13,94.0,90.0,8.7,1109.0,Bethesda Softworks,M
533,0.36,Wii,2008.0,Adventure,Ubisoft,0.0,,,,,,
534,0.0,Wii,2010.0,Adventure,Focus Home Interactive,0.0,,,,,,
535,0.02,PSP,2009.0,Platform,Oxygen Interactive,0.0,41.0,6.0,tbd,,Twelve Games,E10+
536,0.14,PS3,2007.0,Action,Ubisoft,0.0,51.0,18.0,5.2,17.0,Ubisoft,M
537,1.13,DS,2007.0,Misc,Atari,0.06,67.0,19.0,5.9,8.0,M2,E
538,0.02,DS,2008.0,Simulation,DreamCatcher Interactive,0.0,,,tbd,,,
539,0.81,3DS,2015.0,Role-Playing,Nintendo,0.52,,,,,,
540,0.28,N64,1997.0,Racing,Titus,0.0,,,,,,
541,0.49,PS3,2006.0,Racing,Electronic Arts,0.03,75.0,31.0,7.3,42.0,EA Canada,E10+
542,0.05,PS2,2003.0,Platform,Gotham Games,0.0,,,tbd,,Doki Denki,E
543,0.0,DC,2001.0,Role-Playing,Sega,0.19,80.0,10.0,8.9,18.0,Sonic Team,T
544,0.51,PS3,2010.0,Action,Disney Interactive Studios,0.0,,,,,,
545,0.05,PSV,2013.0,Role-Playing,GungHo,0.04,59.0,13.0,6,72.0,Zerodiv,T
546,0.0,PC,2008.0,Strategy,Kalypso Media,0.0,63.0,19.0,7.5,24.0,Haemimont,E10+
547,0.05,3DS,2016.0,Adventure,Xseed Games,0.0,,,,,,
548,0.22,PS3,2008.0,Fighting,Atari,0.18,71.0,32.0,7.2,51.0,"Dimps Corporation, Namco Bandai Games",T
549,0.21,X360,2011.0,Role-Playing,Square Enix,0.01,72.0,55.0,5.9,102.0,Obsidian Entertainment,T
550,0.07,PS2,2005.0,Role-Playing,Ghostlight,0.0,76.0,42.0,8.2,33.0,Nautilus,T
551,0.77,GBA,2002.0,Platform,Ubisoft,0.0,,,,,,
552,0.17,DS,2010.0,Action,THQ,0.0,,,tbd,,THQ,E10+
553,0.02,PC,2005.0,Racing,Electronic Arts,0.0,82.0,19.0,8.5,525.0,Black Box,T
554,1.53,PS2,2005.0,Sports,Electronic Arts,0.0,87.0,25.0,8.5,36.0,EA Sports,E
555,0.22,PS2,2002.0,Adventure,Vivendi Games,0.0,78.0,27.0,7.4,41.0,Computer Artworks,M
556,0.62,DS,2007.0,Simulation,Electronic Arts,0.0,66.0,8.0,4,5.0,Full Fat,E
557,0.79,X360,2014.0,Sports,Electronic Arts,0.0,,,4.2,85.0,EA Sports,E
558,0.09,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.1,74.0,37.0,8.1,61.0,Nippon Ichi Software,T
559,0.0,PSP,2011.0,Strategy,Namco Bandai Games,0.1,,,,,,
560,0.0,PC,2009.0,Action,Eidos Interactive,0.0,74.0,14.0,8.3,78.0,Io Interactive,E10+
561,0.03,PS,1998.0,Strategy,Electronic Arts,0.03,,,,,,
562,0.52,PSP,2008.0,Racing,Take-Two Interactive,0.0,79.0,26.0,8.7,43.0,Rockstar London,T
563,0.03,PSP,2007.0,Racing,Ubisoft,0.0,57.0,28.0,7.9,18.0,Sumo Digital,M
564,0.58,WiiU,2014.0,Action,Nintendo,0.13,76.0,81.0,8.3,662.0,Omega Force,T
565,0.0,PC,2006.0,Simulation,Ubisoft,0.0,86.0,9.0,8.8,115.0,1C: Maddox Games,T
566,0.02,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.02,67.0,13.0,tbd,,Cattle Call,T
567,0.28,X360,2012.0,Action,Electronic Arts,0.0,,,7.4,30.0,BioWare,M
568,0.0,SNES,1993.0,Fighting,Namco Bandai Games,1.2,,,,,,
569,0.01,PC,2012.0,Racing,Codemasters,0.0,80.0,15.0,6.9,115.0,Codemasters,E
570,0.88,PS2,2003.0,Misc,Sony Computer Entertainment,0.2,80.0,32.0,7.5,22.0,"SCEE, Zoe Mode",E
571,0.07,X360,2006.0,Action,Tecmo Koei,0.0,52.0,30.0,8.7,18.0,Omega Force,T
572,0.09,3DS,2014.0,Sports,Electronic Arts,0.0,,,2.4,35.0,EA Sports,E
573,1.36,PS2,2001.0,Action,Capcom,0.64,94.0,37.0,8.5,466.0,Capcom,M
574,0.11,PS2,2005.0,Racing,Global Star,0.0,,,8,5.0,Eutechnyx,E
575,0.2,Wii,2008.0,Action,Ubisoft,0.0,,,tbd,,Phoenix Entertainment,E10+
576,0.05,PC,2004.0,Shooter,Activision,0.0,87.0,83.0,7.6,896.0,id Software,M
577,0.1,PS3,2010.0,Action,Konami Digital Entertainment,0.0,,,,,,
578,0.47,PSP,2008.0,Role-Playing,Capcom,4.13,81.0,48.0,8.7,124.0,Capcom,T
579,0.71,GBA,2005.0,Role-Playing,Nintendo,0.74,,,,,,
